EmployeeID,Department,Formation,Duree_jours,Date,Cout_USD
EMP-1321,r&d,Communication,1,08/04/2022,$200
EMP-1329,SALES,Technical Skills,1,05-28-2023,$1500
EMP-1329,Sales,Leadership & Management,1,11-20-2023,$500
EMP-1329,Sales,Technical Skills,1,2020/01/16,350
EMP-1331,sales,Data Analysis,5,07-10-2021,$500
EMP-1331,Sales,Security & Compliance,1,21/02/2022,750.00
EMP-1331,Sales,Leadership & Management,3,2020/04/09,1 000
EMP-1333,RandD,HR Policies,5,09/03/2022,$1500
EMP-1333,R&D,Onboarding,5,27/02/2023,350.00
EMP-1334,r&d,Communication,2,16/09/2023,500.00
EMP-1334,RandD,Project Management,5,10-12-2023,750
EMP-1334,R&D,Technical Skills,1,24/06/2023,$350
EMP-1338,HR,Project Management,1,09/01/2022,1 000
EMP-1340,r&d,Excel & Reporting,2,21/07/2020,$750
EMP-1344,R&D,Leadership & Management,5,2021/12/20,200
EMP-1344,R&D,Security & Compliance,3,2023/08/21,$750
EMP-1346,R&D,Security & Compliance,1,03-01-2021,1 500
EMP-1346,RandD,Customer Relations,5,20/11/2021,350
EMP-1346,R&D,Onboarding,1,2022/11/14,1 500
EMP-1349,Sales,Data Analysis,5,27/03/2023,$750
EMP-1349,SALES,Leadership & Management,2,09/06/2021,$750
EMP-1350,R&D,Data Analysis,1,2020/02/05,350.00
EMP-1352,hr,Leadership & Management,5,2020/07/15,$200
EMP-1355,SALES,Leadership & Management,1,14/01/2022,200
EMP-1355,Sales,Project Management,2,07-08-2022,200
EMP-1356,Sales,Technical Skills,1,02-02-2023,200.00
EMP-1356,sales,Project Management,2,2020/04/29,750.00
EMP-1356,SALES,Communication,5,09-02-2021,$350
EMP-1360,RandD,Technical Skills,3,03-29-2020,200.00
EMP-1360,r&d,Communication,1,30/06/2023,1000.00
EMP-1361,RandD,Technical Skills,3,10/01/2020,$1500
EMP-1361,R&D,Security & Compliance,1,2020/11/26,$1500
EMP-1362,sales,Communication,5,2022/11/15,$1500
EMP-1362,Sales,Customer Relations,3,02-19-2023,200.00
EMP-1362,SALES,Technical Skills,5,08-12-2022,750
EMP-1363,R&D,HR Policies,1,13/03/2023,$350
EMP-1364,Sales,Project Management,5,2020/03/13,1000
EMP-1364,Sales,Onboarding,3,2020/07/31,1500.00
EMP-1364,Sales,Leadership & Management,2,02-03-2022,1 000
EMP-1367,RandD,Leadership & Management,5,2021/12/14,$500
EMP-1369,RandD,Excel & Reporting,5,2022/02/09,500.00
EMP-1369,R&D,Data Analysis,3,2020/09/30,500
EMP-1371,SALES,Data Analysis,3,15/08/2023,$350
EMP-1373,R&D,Communication,5,2020/02/13,500.00
EMP-1373,r&d,Project Management,1,2022/05/11,500.00
EMP-1373,r&d,Project Management,5,12-14-2021,500
EMP-1374,RandD,HR Policies,1,2020/09/13,750.00
EMP-1374,r&d,Onboarding,3,2022/04/01,350
EMP-1374,RandD,Project Management,3,2020/12/16,$750
EMP-1375,r&d,HR Policies,1,2022/12/05,500.00
EMP-1375,R&D,Project Management,3,2023/10/05,350.00
EMP-1375,RandD,HR Policies,2,2023/04/13,1500
EMP-1377,r&d,Project Management,2,06-04-2022,1 000
EMP-1377,R&D,Technical Skills,1,05-09-2020,$350
EMP-1379,SALES,Excel & Reporting,1,04/10/2020,$200
EMP-1382,R&D,HR Policies,1,03-12-2020,350.00
EMP-1382,r&d,Leadership & Management,2,2020/10/23,500
EMP-1383,R&D,Leadership & Management,1,28/08/2021,1000
EMP-1383,R&D,Project Management,3,06-12-2022,$500
EMP-1383,R&D,Customer Relations,1,01-04-2021,1 500
EMP-1387,Sales,Technical Skills,2,25/09/2020,350
EMP-1387,Sales,Customer Relations,5,28/09/2023,$1500
EMP-1387,SALES,Communication,3,27/04/2021,$350
EMP-1390,SALES,Technical Skills,1,2022/05/30,$500
EMP-1390,sales,Excel & Reporting,1,24/06/2023,$350
EMP-1390,sales,Communication,1,08-12-2021,$750
EMP-1391,,Onboarding,3,05-14-2023,350
EMP-1391,sales,Excel & Reporting,1,12-18-2023,$350
EMP-1391,sales,Customer Relations,3,2022/03/18,$1500
EMP-1392,R&D,Excel & Reporting,1,07-16-2020,$750
EMP-1392,R&D,Communication,5,10-21-2020,$1500
EMP-1394,r&d,Data Analysis,5,01-07-2020,500
EMP-1394,R&D,Technical Skills,3,2022/01/28,$1000
EMP-1394,R&D,Communication,5,2021/08/31,$750
EMP-1395,Sales,Data Analysis,3,09-27-2020,200
EMP-1397,R&D,Security & Compliance,1,2020/04/08,1500
EMP-1397,R&D,Leadership & Management,1,02-02-2022,350
EMP-1397,RandD,Data Analysis,1,09-18-2020,500.00
EMP-1399,sales,Excel & Reporting,1,07-09-2023,500.00
EMP-1402,r&d,Communication,5,07/01/2022,1000.00
EMP-1403,SALES,Onboarding,1,2023/08/07,$1500
EMP-1403,SALES,Onboarding,3,22/12/2021,350
EMP-1403,sales,Security & Compliance,2,2020/09/11,1 000
EMP-1405,RandD,Leadership & Management,1,2022/09/19,200.00
EMP-1405,R&D,Data Analysis,2,09-16-2022,$350
EMP-1407,,Onboarding,2,2021/05/25,500.00
EMP-1408,HR,Onboarding,1,30/07/2023,500.00
EMP-1408,hr,Onboarding,3,05-16-2021,500
EMP-1409,RandD,HR Policies,5,11/07/2023,350
EMP-1409,RandD,Communication,5,10-14-2023,1000.00
EMP-1409,RandD,Data Analysis,1,2022/03/03,1 000
EMP-1411,R&D,Data Analysis,5,2022/06/24,1500
EMP-1411,R&D,Excel & Reporting,2,22/07/2021,500.00
EMP-1411,R&D,Onboarding,3,16/06/2023,750.00
EMP-1415,r&d,Leadership & Management,3,2020/02/17,$1500
EMP-1415,r&d,Customer Relations,1,01-18-2020,1500.00
EMP-1415,RandD,Project Management,5,08-04-2023,500.00
EMP-1417,R&D,Data Analysis,3,29/09/2021,$200
EMP-1417,r&d,Leadership & Management,2,08/12/2020,750.00
EMP-1419,hr,Data Analysis,1,23/07/2023,750
EMP-1420,RandD,HR Policies,5,09-17-2022,500.00
EMP-1420,RandD,Onboarding,1,2023/07/22,500
EMP-1420,RandD,Communication,3,05/12/2020,$1000
EMP-1421,RandD,Onboarding,3,11-16-2021,500
EMP-1421,R&D,Customer Relations,2,05-22-2023,1 500
EMP-1421,RandD,Project Management,5,2021/03/06,350
EMP-1422,R&D,Technical Skills,1,2021/11/28,750
EMP-1422,RandD,HR Policies,5,07/12/2021,1000
EMP-1424,RandD,Project Management,2,2023/05/21,350.00
EMP-1424,,Security & Compliance,1,2023/07/16,$500
EMP-1424,r&d,Excel & Reporting,3,25/07/2023,$1000
EMP-1425,SALES,Project Management,2,31/07/2020,1 500
EMP-1425,sales,Excel & Reporting,5,10-06-2022,$1500
EMP-1425,Sales,Data Analysis,3,07-18-2022,1000.00
EMP-1428,Sales,Leadership & Management,2,12-09-2022,$200
EMP-1428,sales,Communication,5,08/01/2022,750
EMP-1430,R&D,Security & Compliance,2,12/05/2023,$1500
EMP-1430,r&d,Technical Skills,5,10-04-2021,$500
EMP-1431,R&D,Data Analysis,5,14/08/2021,$350
EMP-1431,R&D,Project Management,2,30/11/2021,750.00
EMP-1431,RandD,Data Analysis,1,11/11/2023,$500
EMP-1433,R&D,Leadership & Management,5,2022/12/28,350
EMP-1433,R&D,Customer Relations,2,27/04/2023,1 000
EMP-1433,r&d,Security & Compliance,5,05-25-2023,1500
EMP-1435,R&D,HR Policies,2,2022/09/29,$1000
EMP-1435,RandD,Communication,1,2021/05/31,350
EMP-1436,Sales,Communication,3,06-25-2022,1 000
EMP-1436,Sales,Security & Compliance,5,06-05-2022,1500.00
EMP-1436,sales,Security & Compliance,1,2023/08/26,1000.00
EMP-1440,R&D,Technical Skills,2,10-06-2022,350
EMP-1440,R&D,Project Management,3,30/07/2020,1000.00
EMP-1441,RandD,Communication,5,06-07-2021,200
EMP-1441,RandD,Technical Skills,3,2022/07/06,$1000
EMP-1441,R&D,Technical Skills,5,2022/06/27,200
EMP-1443,R&D,Customer Relations,1,25/03/2022,1500
EMP-1443,RandD,Data Analysis,1,23/11/2023,1500.00
EMP-1443,R&D,Project Management,3,2020/03/31,$500
EMP-1445,sales,Data Analysis,1,09-11-2023,$1000
EMP-1445,Sales,Excel & Reporting,2,22/05/2023,$200
EMP-1445,sales,Customer Relations,1,14/07/2023,1 500
EMP-1446,Sales,HR Policies,2,01/04/2020,1000
EMP-1446,SALES,Onboarding,2,05-06-2021,1 000
EMP-1447,R&D,Customer Relations,2,05-19-2023,500
EMP-1447,,Project Management,5,20/03/2021,$500
EMP-1448,RandD,Data Analysis,5,20/10/2021,200
EMP-1448,R&D,Security & Compliance,2,2023/08/20,$750
EMP-1448,RandD,Technical Skills,3,02-26-2022,750
EMP-1453,Sales,Data Analysis,3,2021/04/03,1500.00
EMP-1453,Sales,Technical Skills,2,08/05/2023,$200
EMP-1453,Sales,Onboarding,5,27/07/2020,1000
EMP-1457,SALES,Customer Relations,1,2023/12/07,200
EMP-1457,Sales,Excel & Reporting,5,08/08/2022,750
EMP-1457,Sales,Customer Relations,1,20/02/2022,350
EMP-1459,RandD,Data Analysis,1,10-08-2023,1 500
EMP-1459,r&d,Security & Compliance,3,04-24-2023,500
EMP-1459,RandD,Security & Compliance,2,25/06/2022,1000
EMP-1460,R&D,Data Analysis,5,2021/02/10,350
EMP-1461,hr,Excel & Reporting,5,2023/01/13,1 500
EMP-1461,HR,Data Analysis,5,06-22-2022,$750
EMP-1461,HR,Leadership & Management,3,2023/06/20,750
EMP-1464,RandD,Project Management,1,2023/08/19,200
EMP-1464,R&D,Leadership & Management,5,2020/07/04,1000
EMP-1465,r&d,Excel & Reporting,1,03/01/2020,1500.00
EMP-1465,RandD,Customer Relations,1,2020/10/18,350.00
EMP-1466,sales,Customer Relations,3,2023/08/14,$200
EMP-1466,Sales,Project Management,1,2020/12/08,750
EMP-1466,Sales,Onboarding,5,14/05/2022,1500.00
EMP-1467,hr,Leadership & Management,2,12/05/2020,$1500
EMP-1468,R&D,Communication,2,2021/06/06,$350
EMP-1469,SALES,Onboarding,2,30/07/2020,750
EMP-1469,Sales,Leadership & Management,1,2022/11/28,750
EMP-1471,r&d,Communication,1,2023/09/23,1500.00
EMP-1471,R&D,Technical Skills,3,06/08/2023,$350
EMP-1474,R&D,Security & Compliance,5,10-13-2023,500
EMP-1475,r&d,Security & Compliance,1,07/06/2020,750
EMP-1475,R&D,Technical Skills,5,11-23-2021,1000.00
EMP-1475,R&D,Onboarding,2,2023/03/08,500
EMP-1477,Sales,HR Policies,2,2021/04/13,$200
EMP-1477,sales,Technical Skills,1,2020/02/25,1 000
EMP-1480,r&d,Technical Skills,3,01-05-2020,1000.00
EMP-1481,Sales,Technical Skills,5,01/04/2023,1000
EMP-1481,SALES,HR Policies,1,10-03-2023,500
EMP-1481,SALES,Onboarding,5,07/11/2022,500
EMP-1484,r&d,Communication,1,10-25-2023,200
EMP-1484,RandD,Technical Skills,2,2022/08/10,1000
EMP-1484,R&D,Excel & Reporting,1,2023/01/31,200
EMP-1485,RandD,Excel & Reporting,1,04-02-2022,1000.00
EMP-1485,RandD,Technical Skills,5,12/09/2023,500.00
EMP-1485,R&D,Excel & Reporting,2,23/07/2021,200.00
EMP-1486,SALES,Project Management,3,06/03/2021,1 000
EMP-1489,Sales,Onboarding,1,24/03/2023,500.00
EMP-1495,Sales,Data Analysis,2,09-28-2023,$1500
EMP-1495,Sales,Leadership & Management,5,06/08/2022,1500
EMP-1496,,Data Analysis,2,09-16-2021,1 500
EMP-1497,SALES,Customer Relations,5,04-01-2022,1000.00
EMP-1499,hr,Security & Compliance,5,11-04-2022,$200
EMP-1499,hr,Data Analysis,3,15/03/2020,$200
EMP-1501,r&d,Project Management,2,05-24-2022,500.00
EMP-1502,,Leadership & Management,1,08-10-2020,1000.00
EMP-1503,Sales,Technical Skills,3,05/01/2021,$1500
EMP-1503,Sales,Customer Relations,1,14/07/2020,750
EMP-1503,Sales,Project Management,3,01/07/2021,750
EMP-1504,RandD,Onboarding,1,04-30-2020,$350
EMP-1504,RandD,Onboarding,2,2021/12/11,1 000
EMP-1504,RandD,HR Policies,5,2021/04/27,750
EMP-1509,RandD,Onboarding,3,03-19-2020,200
EMP-1509,r&d,Excel & Reporting,5,25/11/2023,$200
EMP-1509,r&d,Customer Relations,5,01-06-2022,200
EMP-1513,RandD,Communication,1,12/09/2023,350
EMP-1513,r&d,HR Policies,1,05-31-2021,$1500
EMP-1513,R&D,Leadership & Management,3,18/03/2023,1000
EMP-1514,r&d,Customer Relations,5,21/12/2022,1 500
EMP-1514,R&D,Customer Relations,2,08-30-2023,500.00
EMP-1515,R&D,Communication,2,2020/12/04,750.00
EMP-1515,R&D,Technical Skills,3,10-06-2021,500.00
EMP-1516,RandD,Customer Relations,3,04/11/2021,$750
EMP-1516,R&D,Project Management,2,24/06/2022,$200
EMP-1523,R&D,Communication,5,2020/09/06,1 500
EMP-1523,RandD,Excel & Reporting,1,2022/02/06,1500
EMP-1523,R&D,Data Analysis,5,2023/05/12,350
EMP-1525,r&d,HR Policies,5,04-12-2020,200
EMP-1525,R&D,Customer Relations,1,2021/09/18,500
EMP-1529,RandD,Security & Compliance,3,2021/07/31,200
EMP-1533,R&D,Data Analysis,3,2023/01/15,1500.00
EMP-1533,R&D,Excel & Reporting,1,10-19-2020,1 500
EMP-1534,r&d,Data Analysis,5,03-11-2020,750.00
EMP-1534,RandD,Security & Compliance,2,2021/11/13,1 500
EMP-1534,RandD,Onboarding,3,30/08/2023,200
EMP-1535,sales,HR Policies,1,08/03/2023,$200
EMP-1535,sales,Onboarding,5,2022/04/29,350.00
EMP-1537,RandD,Onboarding,3,2021/06/04,1500.00
EMP-1537,RandD,Project Management,3,2023/12/17,500
EMP-1539,RandD,HR Policies,3,10/03/2022,200
EMP-1541,SALES,HR Policies,1,04-20-2023,1000
EMP-1541,SALES,HR Policies,1,01-07-2021,350.00
EMP-1542,R&D,Customer Relations,3,05-19-2023,500
,r&d,Leadership & Management,3,10-03-2022,500
EMP-1544,R&D,Onboarding,1,2022/02/19,200
EMP-1545,RandD,HR Policies,2,2021/12/09,$350
EMP-1546,R&D,Excel & Reporting,5,13/07/2022,1500
EMP-1546,RandD,Data Analysis,2,11-11-2020,350.00
EMP-1548,Sales,Communication,2,2022/12/25,350
EMP-1548,SALES,Onboarding,2,09/09/2022,350
EMP-1551,r&d,Security & Compliance,3,01-01-2022,$200
EMP-1551,r&d,Customer Relations,3,01/01/2023,350
EMP-1552,RandD,Security & Compliance,3,2022/02/07,1500
EMP-1552,R&D,Onboarding,3,2022/03/03,750
EMP-1553,R&D,HR Policies,5,2022/06/20,200.00
EMP-1555,R&D,HR Policies,1,21/08/2020,200
EMP-1555,r&d,HR Policies,5,05-07-2023,500
EMP-1556,Sales,Onboarding,2,08-22-2020,$500
EMP-1558,R&D,Customer Relations,1,2023/12/30,$350
EMP-1558,R&D,Data Analysis,3,2022/03/13,200
EMP-1558,r&d,Project Management,2,2020/04/11,350.00
EMP-1560,Sales,Excel & Reporting,3,26/10/2022,750
EMP-1560,sales,Technical Skills,3,05-03-2022,$200
EMP-1562,SALES,Security & Compliance,3,24/10/2020,500
EMP-1562,Sales,Data Analysis,3,10-17-2020,500.00
EMP-1562,SALES,Communication,5,14/07/2021,1 500
EMP-1563,HR,Excel & Reporting,5,2022/03/29,$200
EMP-1563,hr,Project Management,3,02/06/2023,350
EMP-1564,r&d,Project Management,2,26/05/2021,$500
EMP-1564,R&D,Project Management,2,2021/06/29,1500.00
EMP-1564,R&D,HR Policies,5,06-10-2020,$350
EMP-1568,SALES,Communication,1,03/12/2021,350
EMP-1568,Sales,Technical Skills,5,04-13-2021,500.00
EMP-1573,RandD,Communication,1,10-02-2023,500.00
EMP-1573,R&D,Data Analysis,2,22/11/2020,750
EMP-1573,R&D,HR Policies,3,24/07/2023,200
EMP-1574,R&D,Excel & Reporting,2,14/10/2023,350.00
EMP-1574,r&d,Customer Relations,1,03/11/2022,200.00
EMP-1576,R&D,Data Analysis,3,2021/09/25,350
EMP-1578,,Data Analysis,2,2021/06/21,750
EMP-1578,sales,Data Analysis,5,01-15-2023,$1500
EMP-1578,SALES,HR Policies,2,2023/01/31,350.00
EMP-1580,RandD,Data Analysis,2,2020/05/31,500
,R&D,Communication,5,12/06/2023,750.00
EMP-1580,R&D,Excel & Reporting,2,2023/07/20,$350
EMP-1581,RandD,Security & Compliance,5,11-11-2022,350
EMP-1582,Sales,Project Management,2,12-29-2023,750
EMP-1582,sales,Onboarding,5,23/07/2022,350.00
EMP-1582,sales,Security & Compliance,3,2023/07/23,200
EMP-1583,Sales,Customer Relations,3,13/12/2022,$1000
EMP-1583,SALES,HR Policies,1,11-17-2021,$500
EMP-1585,Sales,Communication,3,12-07-2020,500.00
EMP-1585,sales,Leadership & Management,1,03/07/2023,1500.00
EMP-1585,sales,Technical Skills,1,12-09-2023,$200
EMP-1587,R&D,Customer Relations,2,13/08/2021,$500
EMP-1587,R&D,Onboarding,2,2021/05/22,200
EMP-1587,RandD,Customer Relations,3,08-29-2020,500
EMP-1588,sales,Onboarding,2,09-26-2021,750.00
EMP-1588,SALES,Security & Compliance,3,2022/11/05,$350
EMP-1588,Sales,Technical Skills,5,29/06/2023,750.00
EMP-1590,RandD,Onboarding,2,05-25-2023,350
EMP-1590,R&D,Leadership & Management,3,2023/07/05,1500.00
EMP-1590,r&d,Data Analysis,3,2021/01/18,1000.00
EMP-1591,Sales,Security & Compliance,1,2023/12/12,$1000
EMP-1592,R&D,Security & Compliance,1,08/04/2021,750.00
EMP-1594,,Leadership & Management,5,2022/01/24,1000.00
EMP-1594,R&D,Technical Skills,3,08-21-2023,$750
EMP-1595,R&D,Project Management,2,08/11/2022,$200
EMP-1596,R&D,Excel & Reporting,1,11/09/2022,1 000
EMP-1596,r&d,Project Management,5,20/10/2020,$1500
EMP-1596,RandD,Communication,3,05/11/2021,200.00
,,HR Policies,5,09-04-2022,750
EMP-1597,R&D,Customer Relations,3,08-20-2021,200
EMP-1597,r&d,Onboarding,3,2022/09/05,$500
EMP-1599,R&D,Onboarding,2,02/12/2023,350
EMP-1599,R&D,Onboarding,1,01-09-2021,1000
EMP-1601,R&D,Leadership & Management,2,20/02/2020,$350
EMP-1604,R&D,Onboarding,2,2023/07/30,$350
EMP-1605,r&d,Leadership & Management,2,30/12/2022,750
EMP-1605,r&d,Project Management,5,2022/10/15,200
EMP-1606,R&D,Security & Compliance,3,12/11/2022,350.00
EMP-1607,R&D,Communication,5,25/06/2021,750
EMP-1608,r&d,Technical Skills,3,03-19-2022,350.00
EMP-1608,RandD,Communication,5,24/02/2020,200
EMP-1608,R&D,Onboarding,2,2022/11/28,750.00
EMP-1609,r&d,Data Analysis,5,11/04/2021,1000.00
EMP-1611,R&D,Data Analysis,5,2020/12/30,500
EMP-1611,R&D,Data Analysis,2,05-17-2020,750.00
EMP-1612,SALES,Customer Relations,3,2020/01/22,$200
EMP-1612,Sales,HR Policies,1,2020/11/08,500.00
EMP-1612,Sales,Project Management,3,2022/06/20,$350
EMP-1613,Sales,Data Analysis,1,08-10-2022,$750
EMP-1613,SALES,Customer Relations,1,14/11/2023,500.00
EMP-1613,Sales,Onboarding,1,03-01-2023,350
EMP-1614,R&D,Onboarding,1,27/05/2023,750.00
EMP-1615,RandD,HR Policies,3,2022/05/12,1500
EMP-1615,R&D,Communication,3,2020/09/01,350
EMP-1618,r&d,Communication,3,2023/07/07,350
EMP-1618,R&D,Communication,2,10/05/2023,$350
EMP-1618,R&D,Excel & Reporting,5,13/04/2022,$1000
EMP-1619,r&d,Data Analysis,5,2023/09/05,750.00
EMP-1625,HR,Project Management,1,03-22-2023,$500
EMP-1628,RandD,Project Management,2,08/05/2020,1000.00
EMP-1628,r&d,Excel & Reporting,1,11/11/2023,1 500
EMP-1630,R&D,Customer Relations,1,2021/11/05,$750
EMP-1631,R&D,Security & Compliance,3,2022/12/19,500
EMP-1631,RandD,Leadership & Management,2,12-16-2020,500
EMP-1635,r&d,Onboarding,2,05-19-2021,200
EMP-1635,r&d,Technical Skills,1,2020/03/25,200.00
EMP-1635,R&D,Communication,1,12/03/2022,350.00
EMP-1638,RandD,Customer Relations,5,2023/06/29,750
EMP-1639,SALES,Technical Skills,2,17/07/2021,350
EMP-1639,sales,Project Management,5,16/09/2021,1500.00
EMP-1639,SALES,Project Management,2,2020/10/20,1 000
EMP-1640,R&D,Security & Compliance,2,2020/12/26,350
EMP-1642,hr,Onboarding,1,12-27-2020,500.00
EMP-1644,RandD,Excel & Reporting,3,2020/10/17,1000
EMP-1644,R&D,Customer Relations,5,2021/03/10,$1000
EMP-1644,,Onboarding,2,04-22-2021,1500.00
EMP-1645,Sales,Data Analysis,3,2023/08/06,200
EMP-1645,Sales,Project Management,3,13/04/2022,200
EMP-1646,r&d,Security & Compliance,3,18/07/2023,350
EMP-1646,r&d,Leadership & Management,1,2021/10/05,750
EMP-1646,R&D,Security & Compliance,3,2020/03/27,$200
EMP-1649,r&d,Data Analysis,1,2021/11/13,200.00
EMP-1650,SALES,Project Management,3,06-15-2022,$200
EMP-1653,RandD,Communication,3,12/04/2022,200.00
EMP-1653,R&D,Communication,2,08-26-2023,$500
EMP-1653,r&d,Leadership & Management,2,14/03/2023,500
,R&D,HR Policies,2,06/06/2020,350.00
EMP-1655,R&D,Project Management,3,03-24-2022,1500.00
EMP-1657,Sales,Project Management,1,23/06/2023,200
EMP-1658,R&D,Customer Relations,2,08-26-2021,350
EMP-1658,r&d,Communication,1,16/10/2022,500.00
EMP-1659,R&D,Excel & Reporting,1,05-24-2023,350.00
EMP-1661,RandD,Onboarding,2,2020/02/23,750
EMP-1664,r&d,Project Management,3,09-16-2022,200.00
EMP-1666,R&D,Leadership & Management,3,11/04/2020,1 000
EMP-1667,Sales,Data Analysis,3,05-30-2021,$1000
EMP-1667,Sales,HR Policies,2,09-30-2022,200
EMP-1667,Sales,Technical Skills,2,2021/07/18,$750
EMP-1668,RandD,Data Analysis,2,02-09-2022,$1000
EMP-1670,Sales,Onboarding,5,01-10-2021,$500
EMP-1673,Sales,Excel & Reporting,2,19/09/2021,$500
EMP-1673,SALES,Security & Compliance,1,05-28-2021,500
EMP-1675,r&d,Security & Compliance,2,07-21-2023,750
EMP-1676,Sales,Technical Skills,5,12/03/2021,$1500
EMP-1677,RandD,Communication,5,2020/02/11,$350
EMP-1681,SALES,Project Management,5,03-04-2022,500
EMP-1682,R&D,Security & Compliance,5,08-24-2021,1000.00
EMP-1682,R&D,Onboarding,5,2021/04/15,1000
EMP-1682,R&D,Leadership & Management,5,06-23-2023,500
EMP-1683,hr,Customer Relations,1,06/03/2020,1000.00
EMP-1687,,Onboarding,2,29/09/2022,200
EMP-1689,r&d,Customer Relations,3,2021/09/06,750
EMP-1689,RandD,HR Policies,3,12-01-2022,1 000
EMP-1692,R&D,Leadership & Management,3,2023/04/10,$1500
EMP-1692,RandD,Excel & Reporting,5,2021/12/30,1000.00
EMP-1692,r&d,Leadership & Management,2,23/05/2023,350.00
EMP-1693,R&D,Excel & Reporting,2,07-22-2020,200.00
EMP-1693,R&D,Technical Skills,5,2020/08/21,200
EMP-1696,r&d,Technical Skills,3,11-07-2021,$200
EMP-1696,R&D,Customer Relations,2,2021/01/03,200
EMP-1697,R&D,Excel & Reporting,5,22/12/2020,$500
EMP-1697,R&D,Excel & Reporting,1,09/06/2021,200
EMP-1697,RandD,Project Management,3,03-15-2023,$1000
EMP-1698,RandD,Excel & Reporting,1,07/02/2022,$1000
EMP-1698,RandD,Data Analysis,1,15/08/2020,1000.00
EMP-1700,Sales,Communication,5,09-21-2023,1 500
EMP-1700,Sales,HR Policies,5,06/01/2023,$750
EMP-1702,Sales,HR Policies,5,01-25-2021,750
EMP-1702,SALES,Project Management,1,04-10-2023,1500.00
EMP-1702,sales,Customer Relations,2,2020/10/19,750.00
EMP-1707,R&D,Technical Skills,5,04-10-2022,$200
EMP-1707,RandD,Excel & Reporting,1,2020/11/22,1000
EMP-1708,SALES,Data Analysis,3,2022/04/19,350
EMP-1708,sales,Data Analysis,2,12/08/2021,1000.00
EMP-1708,sales,Onboarding,2,2021/01/07,1 000
EMP-1709,RandD,Project Management,3,15/02/2020,1000
EMP-1709,RandD,Data Analysis,5,2022/04/16,1 500
EMP-1709,R&D,Customer Relations,3,02-13-2023,750.00
EMP-1710,sales,Security & Compliance,1,12/09/2022,1500
EMP-1710,Sales,Customer Relations,3,2023/08/06,500.00
EMP-1710,Sales,Data Analysis,5,20/04/2022,750.00
EMP-1712,,Onboarding,1,12-02-2021,200
EMP-1712,RandD,Technical Skills,5,04/11/2020,1500.00
EMP-1712,R&D,Communication,1,20/12/2020,$200
EMP-1714,HR,Security & Compliance,1,24/02/2022,1500
EMP-1716,sales,HR Policies,3,03-07-2023,750
EMP-1718,r&d,Onboarding,5,2023/06/25,$350
EMP-1718,r&d,Data Analysis,5,01/07/2023,200.00
EMP-1718,R&D,Onboarding,3,02/07/2023,1 000
EMP-1720,RandD,Security & Compliance,5,01-18-2023,$1500
EMP-1720,R&D,Project Management,3,2022/09/30,1000.00
EMP-1721,R&D,Security & Compliance,5,2020/09/28,500.00
EMP-1721,R&D,Project Management,1,04-10-2020,350.00
,,HR Policies,5,2022/10/22,750
EMP-1725,R&D,Data Analysis,5,27/11/2020,200.00
EMP-1725,R&D,Project Management,5,2023/05/24,$1000
EMP-1725,R&D,Technical Skills,3,09-20-2022,1 000
EMP-1727,RandD,Project Management,N/A,2023/08/30,350.00
EMP-1729,R&D,Excel & Reporting,1,2022/04/03,1 000
EMP-1729,R&D,Leadership & Management,1,2020/01/22,1500
EMP-1731,Sales,Leadership & Management,3,2021/12/28,750
EMP-1731,SALES,Communication,5,24/08/2020,500.00
EMP-1731,sales,Customer Relations,5,25/04/2021,$500
EMP-1732,Sales,Data Analysis,3,02/11/2020,$200
EMP-1732,sales,Technical Skills,1,2020/03/23,750
EMP-1732,Sales,Data Analysis,2,2023/12/05,500.00
EMP-1733,,Security & Compliance,5,27/04/2021,200
EMP-1734,sales,Project Management,3,06-07-2021,350
EMP-1735,RandD,Technical Skills,3,11-20-2023,500.00
EMP-1735,R&D,HR Policies,3,2023/11/08,1000
EMP-1735,R&D,Onboarding,3,02-10-2020,200
EMP-1736,R&D,Data Analysis,2,02-10-2020,200.00
EMP-1736,RandD,Customer Relations,1,01-18-2020,$750
EMP-1736,RandD,Communication,2,05-14-2020,$1500
EMP-1739,sales,Leadership & Management,3,2020/05/15,200
EMP-1744,HR,Leadership & Management,2,2021/11/01,$1000
EMP-1744,HR,Project Management,5,21/02/2021,$1500
EMP-1745,R&D,Security & Compliance,1,2023/11/16,$750
EMP-1746,HR,Customer Relations,5,2021/10/11,200.00
EMP-1747,HR,Excel & Reporting,1,07/12/2023,1 500
EMP-1747,HR,Communication,1,05-24-2022,$500
EMP-1747,HR,Communication,5,05-15-2021,500.00
EMP-1749,sales,Data Analysis,1,11-06-2020,750.00
EMP-1753,r&d,HR Policies,2,2020/06/10,$500
EMP-1753,RandD,Communication,2,03-30-2020,750
EMP-1753,r&d,Onboarding,2,2022/03/21,200.00
EMP-1754,sales,Excel & Reporting,3,30/10/2023,$1500
EMP-1754,SALES,Project Management,2,07-29-2022,1 000
EMP-1755,R&D,HR Policies,2,18/02/2023,200
EMP-1756,Sales,Excel & Reporting,1,06-28-2021,$200
EMP-1756,Sales,HR Policies,1,03/10/2023,500
EMP-1757,,Data Analysis,3,06-27-2020,200.00
EMP-1757,SALES,Onboarding,5,21/07/2023,200.00
EMP-1757,sales,Leadership & Management,3,2020/07/13,750
EMP-1758,Sales,Communication,5,2020/04/02,1500.00
EMP-1761,Sales,Data Analysis,2,07-17-2023,$750
